"","New_geog_code","year","geog_n","CLA_Priv","CLA_InBound","CLA_Mar","CLA_Vol","CLA_P2yrs","CLA_Fost","CLA_White","CLA_female","CLA_during","CLA_stp_during","CLA_Away31Mar","CLA_AwayMoreOnce","CLA_AwayIncs","CLA_AwayDuringYear","CLA_Miss31Mar","CLA_MissMoreOnce","CLA_MissIncs","CLA_MissDuringYear","CLA_P2yrs_PERCENT","per_for_profit","per_third_sector","per_white_percent","per_female_percent","per_foster_percent","per_short_term","per_less_than_2yrs","per_outside_LA","per_missing_incidents","per_away_incidents","region_name","CLA_Placed more than 20 miles from home","CLA_With 3 or more placements during the year","LA_own_spend","Private_spend","Other_Public_spend","Voluntary_spend","Total_spend","three_or_more_percent","more_20","LAD19NM","over","lead","safe","exper","CLA_P2yrs_PERCENTminus"
"1","E06000001","2011","Hartlepool","27","111",167,"0","39","143","163","82","232","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1676646706587,0,97.6047904191617,49.1017964071856,85.6287425149701,9.48275862068965,76.6467065868264,33.5329341317365,NA,NA,"North East",NA,NA,"3924658","2530955","0","379297",6.83491,NA,NA,NA,NA,NA,NA,NA,NA
"2","E06000001","2012","Hartlepool","33","110",176,"0","36","151","169","94","247","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,0,96.0227272727273,53.4090909090909,85.7954545454545,7.69230769230769,79.5454545454545,37.5,NA,NA,"North East",NA,NA,"3200600","2653177","17581","175825",6.047183,NA,NA,NA,NA,NA,NA,NA,NA
"3","E06000001","2013","Hartlepool","30","124",192,"0","44","167","186","101","257","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.625,0,96.875,52.6041666666667,86.9791666666667,5.05836575875486,77.0833333333333,35.4166666666667,NA,NA,"North East",NA,NA,"3912396","2550551","2533","183542",6.649022,NA,NA,NA,NA,NA,NA,NA,NA
"4","E06000001","2014","Hartlepool","35","124",207,"x","51","174","201","96","282","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9082125603865,NA,97.1014492753623,46.3768115942029,84.0579710144928,4.60992907801418,75.3623188405797,40.0966183574879,NA,NA,"North East",NA,NA,"4975637","2254506","2370","256874",7.489387,NA,NA,NA,NA,NA,NA,NA,NA
"5","E06000001","2015","Hartlepool","29","111",163,"x",NA,"137","x","79","247","12","0","9","30","13","0","22","226",226,NA,17.7914110429448,NA,NA,48.4662576687117,84.0490797546012,4.8582995951417,NA,31.9018404907976,14.17004048583,5.26315789473684,"North East",NA,NA,"5009030","2085830","101870","232920",7.42965,NA,NA,NA,NA,NA,NA,NA,NA
"6","E06000001","2016","Hartlepool","24","144",208,"11",NA,"176","193","106","268","12","0","7","67","16","0","29","266",266,NA,11.5384615384615,5.28846153846154,92.7884615384615,50.9615384615385,84.6153846153846,4.47761194029851,NA,30.7692307692308,13.4328358208955,5.97014925373134,"North East",NA,NA,"5016470","3021700","1190","124000",8.16336,NA,NA,NA,NA,NA,NA,NA,NA
"7","E06000001","2017","Hartlepool","44","179",257,"15",NA,"215","231","115","328","12","0","8","50","21","x","27","184",184,NA,17.1206225680934,5.83657587548638,89.8832684824903,44.7470817120623,83.6575875486381,3.65853658536585,NA,30.3501945525292,11.890243902439,6.40243902439024,"North East",NA,NA,"5171430","4349270","17320","0",9.53802,NA,NA,NA,NA,NA,NA,NA,NA
"8","E06000001","2018","Hartlepool","43","172",278,"12","57","212","259","119","355","10","0","c","30","15","c","29","246",246,"80",15.4676258992806,4.31654676258993,93.1654676258993,42.8057553956835,76.2589928057554,2.8169014084507,79.4964028776978,38.1294964028777,11.5492957746479,4.22535211267606,"North East","23","17","5809350","4623300","123440","5580",10.5617,4.7887323943662,8.27338129496403,"Hartlepool","Good","Good","Good","Outstanding",20
"9","E06000001","2019","Hartlepool","46","190",285,"9","67","229","266","136","389","7","0","c","17","12","0","36","274",274,"73",16.140350877193,3.15789473684211,93.3333333333333,47.719298245614,80.3508771929825,1.79948586118252,76.4912280701754,33.3333333333333,11.5681233933162,3.08483290488432,"North East","24","20","6160700","5392920","247300","18530",11.8195,5.1413881748072,8.42105263157895,NA,NA,NA,NA,NA,27
"10","E06000001","2020","Hartlepool","47","210",311,"12","87","229","292","145","429","7","0","c","9","c","c","27","203",203,"77",15.112540192926,3.85852090032154,93.8906752411576,46.6237942122186,73.6334405144695,1.63170163170163,72.0257234726688,32.475884244373,8.62470862470862,NA,"North East","29","17","6525480","5733180","340160","34550",12.6334,3.96270396270396,9.32475884244373,NA,NA,NA,NA,NA,23
"11","E06000001","2021","Hartlepool","52","231",346,"14","94","256","323","157","445","7","0","c","c","c","0","22","155",155,"79",15.028901734104,4.04624277456647,93.3526011560694,45.3757225433526,73.9884393063584,1.57303370786517,72.8323699421965,33.2369942196532,8.76404494382022,NA,"North East","38","21","6998210","6333000","372600","155920",13.85973,4.71910112359551,10.9826589595376,NA,NA,NA,NA,NA,21
"12","E06000001","2022","Hartlepool","55","205",308,"18","104","239","289","136","441","8","0","0","0","0","0","25","221",221,"77",17.8571428571429,5.84415584415584,93.8311688311688,44.1558441558442,77.5974025974026,1.8140589569161,66.2337662337662,33.4415584415584,10.6575963718821,0,"North East","31","13",NA,NA,NA,NA,NA,2.94784580498866,10.0649350649351,NA,NA,NA,NA,NA,23
"13","E06000002","2011","Middlesbrough","131","126",331,"13","51","241","292","151","484","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5770392749245,3.92749244712991,88.2175226586103,45.619335347432,72.809667673716,12.396694214876,84.5921450151057,61.9335347432024,NA,NA,"North East",NA,NA,"8830033","6273589","1375","125000",15.229997,NA,NA,NA,NA,NA,NA,NA,NA
"14","E06000002","2012","Middlesbrough","171","127",351,"x","67","271","311","170","519","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7179487179487,NA,88.6039886039886,48.4330484330484,77.2079772079772,10.597302504817,80.9116809116809,63.8176638176638,NA,NA,"North East",NA,NA,"10597468","8103360","132874","125000",18.958702,NA,NA,NA,NA,NA,NA,NA,NA
"15","E06000002","2013","Middlesbrough","172","128",360,"10","64","278","317","175","540","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7777777777778,2.77777777777778,88.0555555555556,48.6111111111111,77.2222222222222,5.74074074074074,82.2222222222222,64.4444444444444,NA,NA,"North East",NA,NA,"6138922","13370565","104576","738370",20.352433,NA,NA,NA,NA,NA,NA,NA,NA
"16","E06000002","2014","Middlesbrough","152","144",353,"32","85","259","308","176","552","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0594900849858,9.06515580736544,87.2521246458924,49.8583569405099,73.371104815864,4.71014492753623,75.9206798866855,59.2067988668555,NA,NA,"North East",NA,NA,"7224938","12444486","121725","1429507",21.220656,NA,NA,NA,NA,NA,NA,NA,NA
"17","E06000002","2015","Middlesbrough","150","147",360,"37",NA,"265","315","179","523","17","0","42","412","70","0","x","17",17,NA,41.6666666666667,10.2777777777778,87.5,49.7222222222222,73.6111111111111,3.25047801147228,NA,59.1666666666667,2.10325047801147,13.3843212237094,"North East",NA,NA,"8081630","12789800","296790","541910",21.7101,NA,NA,NA,NA,NA,NA,NA,NA
"18","E06000002","2016","Middlesbrough","144","168",382,"34",NA,"277","329","179","535","16","0","11","66","31","0","34","250",250,NA,37.696335078534,8.90052356020942,86.1256544502618,46.8586387434555,72.5130890052356,2.99065420560748,NA,56.020942408377,10.0934579439252,5.79439252336449,"North East",NA,NA,"8079450","13609300","217010","780200",22.686,NA,NA,NA,NA,NA,NA,NA,NA
"19","E06000002","2017","Middlesbrough","159","196",442,"x",NA,"322","371","203","617","29","0","14","123","28","0","39","313",313,NA,35.972850678733,NA,83.9366515837104,45.9276018099548,72.8506787330317,4.70016207455429,NA,55.6561085972851,9.23824959481361,4.53808752025932,"North East",NA,NA,"9103100","12678200","309530","590230",22.681,NA,NA,NA,NA,NA,NA,NA,NA
"20","E06000002","2018","Middlesbrough","147","218",466,"37","82","313","394","206","623","15","c","9","36","16","0","44","594",594,"65",31.5450643776824,7.93991416309013,84.549356223176,44.206008583691,67.1673819742489,2.40770465489567,82.4034334763949,53.2188841201717,9.95184590690209,2.56821829855538,"North East","c","32","9445740","14102600","345180","596060",24.4896,5.13643659711075,NA,NA,NA,NA,NA,NA,35
"21","E06000002","2019","Middlesbrough","168","237",518,"44","101","358","437","239","669","10","c","c","25","c","c","50","683",683,"65",32.4324324324324,8.49420849420849,84.3629343629344,46.1389961389961,69.1119691119691,1.49476831091181,80.5019305019305,54.2471042471042,10.0149476831091,NA,"North East","c","47","9945480","14625400","354990","580450",25.5063,7.0254110612855,NA,"Middlesbrough","Inadequate","Inadequate","Inadequate","Inadequate",35
"22","E06000002","2020","Middlesbrough","191","294",618,"38","118","439","526","278","811","0","0","c","12","11","0","58","721",721,"69",30.9061488673139,6.14886731391586,85.1132686084142,44.9838187702265,71.0355987055016,0,80.9061488673139,52.4271844660194,9.98766954377312,1.35635018495684,"North East","c","64","25613000","6068930","0","0",31.682,7.89149198520345,NA,NA,NA,NA,NA,NA,31
"23","E06000002","2021","Middlesbrough","188","273",570,"41","118","403","468","263","843","0","0","0","c","c","0","59","737",737,"66",32.9824561403509,7.19298245614035,82.1052631578947,46.140350877193,70.7017543859649,0,79.2982456140351,52.1052631578947,9.72716488730724,NA,"North East","76","68","13055470","20429580","0","0",33.48505,8.06642941874259,13.3333333333333,NA,NA,NA,NA,NA,34
"24","E06000002","2022","Middlesbrough","175","229",502,"34","120","359","402","226","767","c","0","0","c","c","0","65","779",779,"65",34.8605577689243,6.77290836653386,80.0796812749004,45.0199203187251,71.5139442231076,NA,76.0956175298805,54.3824701195219,11.4732724902216,NA,"North East","71","64",NA,NA,NA,NA,NA,8.34419817470665,14.1434262948207,NA,NA,NA,NA,NA,35
"25","E06000003","2011","Redcar and Cleveland","45","72",149,"18","19","122","145","68","242","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2013422818792,12.0805369127517,97.3154362416107,45.6375838926174,81.8791946308725,11.5702479338843,87.248322147651,51.6778523489933,NA,NA,"North East",NA,NA,"2750648","3746763","0","1001547",7.498958,NA,NA,NA,NA,NA,NA,NA,NA
"26","E06000003","2012","Redcar and Cleveland","54","97",172,"14","18","143","165","74","231","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3953488372093,8.13953488372093,95.9302325581395,43.0232558139535,83.1395348837209,9.09090909090909,89.5348837209302,43.6046511627907,NA,NA,"North East",NA,NA,"1961485","5010382","0","0",6.971867,NA,NA,NA,NA,NA,NA,NA,NA
"27","E06000003","2013","Redcar and Cleveland","73","74",174,"9","27","141","165","81","236","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9540229885057,5.17241379310345,94.8275862068966,46.551724137931,81.0344827586207,4.23728813559322,84.4827586206897,57.4712643678161,NA,NA,"North East",NA,NA,"2822436","6507739","0","65",9.33024,NA,NA,NA,NA,NA,NA,NA,NA
"28","E06000003","2014","Redcar and Cleveland","83","74",174,"x","37","137","170","80","248","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7011494252874,NA,97.7011494252874,45.9770114942529,78.735632183908,NA,78.7356321839081,57.4712643678161,NA,NA,"North East",NA,NA,"3202950","6971557","0","0",10.174507,NA,NA,NA,NA,NA,NA,NA,NA
"29","E06000003","2015","Redcar and Cleveland","66","89",183,"18",NA,"143","x","88","253","x","0","x","18","11","0","11","67",67,NA,36.0655737704918,9.83606557377049,NA,48.0874316939891,78.1420765027322,NA,NA,51.3661202185792,8.300395256917,4.34782608695652,"North East",NA,NA,"3694550","6536050","0","0",10.2306,NA,NA,NA,NA,NA,NA,NA,NA
"30","E06000003","2016","Redcar and Cleveland","75","94",199,"22",NA,"159","192","93","274","x","0","x","18","9","0","15","78",78,NA,37.6884422110553,11.0552763819095,96.4824120603015,46.7336683417085,79.8994974874372,NA,NA,52.7638190954774,8.02919708029197,3.28467153284672,"North East",NA,NA,"3688580","6498660","0","0",10.1872,NA,NA,NA,NA,NA,NA,NA,NA
"31","E06000003","2017","Redcar and Cleveland","88","112",235,"18",NA,"185","227","112","320","x","0","8","29","14","0","20","109",109,NA,37.4468085106383,7.65957446808511,96.5957446808511,47.6595744680851,78.7234042553192,NA,NA,52.3404255319149,10.625,4.375,"North East",NA,NA,"4007770","7361700","0","0",11.3695,NA,NA,"Redcar and Cleveland","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good","Good",NA
"32","E06000003","2018","Redcar and Cleveland","99","142",283,"17","58","205","265","132","355","0","0","c","19","15","0","28","179",179,"71",34.982332155477,6.00706713780919,93.6395759717314,46.643109540636,72.4381625441696,0,79.5053003533569,49.8233215547703,12.112676056338,4.22535211267606,"North East","29","29","3753050","9867740","0","0",13.6208,8.16901408450704,10.2473498233216,NA,NA,NA,NA,NA,29
"33","E06000003","2019","Redcar and Cleveland","100","142",297,"17","62","215","277","140","402","0","0","6","28","14","0","28","226",226,"73",33.6700336700337,5.72390572390572,93.2659932659933,47.1380471380471,72.3905723905724,0,79.1245791245791,52.1885521885522,11.6915422885572,3.48258706467662,"North East","37","29","3910950","11030000","251820","0",15.1928,7.21393034825871,12.4579124579125,NA,NA,NA,NA,NA,27
"34","E06000003","2020","Redcar and Cleveland","80","186",344,"20","77","255","318","167","449","c","0","c","6","c","c","47","422",422,"73",23.2558139534884,5.81395348837209,92.4418604651163,48.546511627907,74.1279069767442,NA,77.6162790697674,45.9302325581395,13.1403118040089,NA,"North East","34","38","5628360","10861800","551680","0",17.0418,8.46325167037862,9.88372093023256,NA,NA,NA,NA,NA,27
"35","E06000003","2021","Redcar and Cleveland","71","195",317,"24","68","233","287","153","470","c","0","0","0","0","0","38","322",322,"65",22.397476340694,7.57097791798107,90.5362776025237,48.2649842271293,73.5015772870662,NA,78.5488958990536,38.4858044164038,10.2127659574468,0,"North East","31","26","7562040","11815460","579470","0",19.95697,5.53191489361702,9.77917981072555,NA,NA,NA,NA,NA,35
"36","E06000003","2022","Redcar and Cleveland","64","208",341,"33","88","247","299","156","476","c","0","0","c","c","c","42","374",374,"77",18.7683284457478,9.67741935483871,87.683284457478,45.7478005865103,72.4340175953079,NA,74.1935483870968,39.0029325513196,13.0252100840336,NA,"North East","30","31",NA,NA,NA,NA,NA,6.51260504201681,8.79765395894428,NA,NA,NA,NA,NA,23
"37","E06000004","2011","Stockton-on-Tees","76","197",293,"0","48","229","265","123","435","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.938566552901,0,90.4436860068259,41.9795221843003,78.1569965870307,10.8045977011494,83.617747440273,32.7645051194539,NA,NA,"North East",NA,NA,"7206732.72","5302828.47","288410","17971",12.81594219,NA,NA,NA,NA,NA,NA,NA,NA
"38","E06000004","2012","Stockton-on-Tees","116","222",337,"x","54","250","311","152","484","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4213649851632,NA,92.2848664688427,45.1038575667656,74.1839762611276,9.29752066115702,83.9762611275964,34.1246290801187,NA,NA,"North East",NA,NA,"6365350","7262759","0","0",13.628109,NA,NA,NA,NA,NA,NA,NA,NA
"39","E06000004","2013","Stockton-on-Tees","137","242",362,"0","58","259","334","173","521","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8453038674033,0,92.2651933701657,47.7900552486188,71.5469613259668,6.52591170825336,83.9779005524862,33.1491712707182,NA,NA,"North East",NA,NA,"7635269","10158103","0","0",17.793372,NA,NA,NA,NA,NA,NA,NA,NA
"40","E06000004","2014","Stockton-on-Tees","154","221",381,"x","59","276","344","175","549","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4199475065617,NA,90.2887139107612,45.9317585301837,72.4409448818898,5.8287795992714,84.5144356955381,41.994750656168,NA,NA,"North East",NA,NA,"6035834","11091920","323610","1876016",19.32738,NA,NA,NA,NA,NA,NA,NA,NA
"41","E06000004","2015","Stockton-on-Tees","144","247",374,"x",NA,"269","336","166","514","38","0","17","81","24","x","36","313",313,NA,38.5026737967914,NA,89.8395721925134,44.3850267379679,71.9251336898396,7.39299610894942,NA,33.9572192513369,9.72762645914397,4.66926070038911,"North East",NA,NA,"9889190","7069130","0","2382180",19.3405,NA,NA,NA,NA,NA,NA,NA,NA
"42","E06000004","2016","Stockton-on-Tees","94","246",377,"35",NA,"263","337","169","508","38","0","19","176","32","0","35","371",371,NA,24.9336870026525,9.28381962864722,89.3899204244032,44.8275862068966,69.7612732095491,7.48031496062992,NA,34.7480106100796,11.2204724409449,6.2992125984252,"North East",NA,NA,"11557200","5267420","0","2253710",19.0784,NA,NA,NA,NA,NA,NA,NA,NA
"43","E06000004","2017","Stockton-on-Tees","102","302",434,"x",NA,"305","386","193","556","30","0","26","240","43","0","36","458",458,NA,23.5023041474654,NA,88.9400921658986,44.4700460829493,70.2764976958525,5.39568345323741,NA,30.4147465437788,9.89208633093525,7.73381294964029,"North East",NA,NA,"13109000","3942700","0","2735550",19.7872,NA,NA,NA,NA,NA,NA,NA,NA
"44","E06000004","2018","Stockton-on-Tees","113","305",468,"33","133","333","422","223","593","29","0","c","15","8","0","35","436",436,"75",24.1452991452991,7.05128205128205,90.1709401709402,47.6495726495726,71.1538461538462,4.89038785834739,71.5811965811966,34.8290598290598,8.60033726812816,1.34907251264755,"North East","41","31","14152200","3612720","15470","3085160",20.8655,5.22765598650927,8.76068376068376,NA,NA,NA,NA,NA,25
"45","E06000004","2019","Stockton-on-Tees","110","335",500,"33","139","333","446","238","609","32","0","0","0","0","c","45","393",393,"72",22,6.6,89.2,47.6,66.6,5.25451559934319,72.2,33,11.3300492610837,0,"North East","35","41","13278000","7209210","116080","3605920",24.2092,6.73234811165846,7,"Stockton-on-Tees","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good",28
"46","E06000004","2020","Stockton-on-Tees","109","376",575,"40","157","408","523","273","714","13","0","0","0","0","0","46","526",526,"72",18.9565217391304,6.95652173913043,90.9565217391304,47.4782608695652,70.9565217391304,1.82072829131653,72.695652173913,34.6086956521739,9.66386554621849,0,"North East","45","68","9421350","13132000","0","4239940",26.7933,9.52380952380952,7.82608695652174,NA,NA,NA,NA,NA,28
"47","E06000004","2021","Stockton-on-Tees","134","376",579,"42","161","411","537","273","735","c","0","0","0","0","0","52","438",438,"68",23.1433506044905,7.25388601036269,92.7461139896373,47.1502590673575,70.9844559585492,NA,72.1934369602763,35.0604490500863,9.93197278911565,0,"North East","c","50","8320090","14706650","0","5055940",28.08267,6.80272108843537,NA,NA,NA,NA,NA,NA,32
"48","E06000004","2022","Stockton-on-Tees","144","380",574,"43","182","382","523","258","748","c","0","0","0","0","0","63","609",609,"71",25.0871080139373,7.49128919860627,91.1149825783972,44.9477351916376,66.5505226480836,NA,68.2926829268293,33.7979094076655,13.1016042780749,0,"North East","32","57",NA,NA,NA,NA,NA,7.62032085561497,5.57491289198606,NA,NA,NA,NA,NA,29
"49","E06000005","2011","Darlington","28","112",187,"0","29","146","179","75","253","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9732620320856,0,95.7219251336899,40.1069518716578,78.0748663101604,3.55731225296443,84.4919786096257,40.1069518716578,NA,NA,"North East",NA,NA,"1648013.08","3840994.72","190914.48","419023.51",6.09894579,NA,NA,NA,NA,NA,NA,NA,NA
"50","E06000005","2012","Darlington","57","111",207,"x","26","169","194","86","309","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.536231884058,NA,93.719806763285,41.5458937198068,81.6425120772947,NA,87.43961352657,46.3768115942029,NA,NA,"North East",NA,NA,"3780342","3291716","5769","302360",7.380187,NA,NA,NA,NA,NA,NA,NA,NA
"51","E06000005","2013","Darlington","57","107",208,"0","35","161","197","95","286","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4038461538462,0,94.7115384615385,45.6730769230769,77.4038461538462,NA,83.1730769230769,48.5576923076923,NA,NA,"North East",NA,NA,"4645663","4641337","90377","346665",9.724042,NA,NA,NA,NA,NA,NA,NA,NA
"52","E06000005","2014","Darlington","51","115",188,"x","39","143","174","81","288","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1276595744681,NA,92.5531914893617,43.0851063829787,76.063829787234,NA,79.2553191489362,38.8297872340426,NA,NA,"North East",NA,NA,"4926857","4810154","64465","249499",10.050975,NA,NA,NA,NA,NA,NA,NA,NA
"53","E06000005","2015","Darlington","58","126",200,"x",NA,"157","183","92","288","x","0","x","13","8","0","7","33",33,NA,29,NA,91.5,46,78.5,NA,NA,37,3.47222222222222,2.77777777777778,"North East",NA,NA,"4586880","5179370","45000","158700",9.96994,NA,NA,NA,NA,NA,NA,NA,NA
"54","E06000005","2016","Darlington","49","114",204,"26",NA,"153","190","88","287","x","0","21","237","34","0","x","10",10,NA,24.0196078431373,12.7450980392157,93.1372549019608,43.1372549019608,75,NA,NA,44.1176470588235,2.78745644599303,11.8466898954704,"North East",NA,NA,"5153520","4894650","104330","270020",10.4225,NA,NA,NA,NA,NA,NA,NA,NA
"55","E06000005","2017","Darlington","64","127",219,"27",NA,"148","197","94","308","x","..","..","..","..","0","29","203",203,NA,29.2237442922374,12.3287671232877,89.9543378995434,42.9223744292237,67.5799086757991,NA,NA,42.0091324200913,12.987012987013,NA,"North East",NA,NA,"5468430","5913010","141250","231930",11.7546,NA,NA,NA,NA,NA,NA,NA,NA
"56","E06000005","2018","Darlington","71","123",214,"27","41","144","197","84","294","0","0","0","0","0","c","22","308",308,"65",33.1775700934579,12.6168224299065,92.0560747663551,39.2523364485981,67.2897196261682,0,80.8411214953271,42.5233644859813,11.9047619047619,0,"North East","c","21","6096570","6953920","0","0",13.0505,7.14285714285714,NA,"Darlington","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good",35
"57","E06000005","2019","Darlington","85","152",264,"31","47","180","240","103","348","0","0","0","0","0","c","22","199",199,"64",32.1969696969697,11.7424242424242,90.9090909090909,39.0151515151515,68.1818181818182,0,82.1969696969697,42.4242424242424,10.3448275862069,0,"North East","c","25","6640870","8527200","0","0",15.1681,7.18390804597701,NA,NA,NA,NA,NA,NA,36
"58","E06000005","2020","Darlington","90","142",270,"37","64","198","244","116","372","0","0","0","0","0","c","19","122",122,"70",33.3333333333333,13.7037037037037,90.3703703703704,42.962962962963,73.3333333333333,0,76.2962962962963,47.4074074074074,6.45161290322581,0,"North East","c","30","7175420","8293920","267660","0",15.737,8.06451612903226,NA,NA,NA,NA,NA,NA,30
"59","E06000005","2021","Darlington","83","136",272,"48","82","189","250","116","352","0","0","c","14","9","0","18","96",96,"72",30.5147058823529,17.6470588235294,91.9117647058823,42.6470588235294,69.4852941176471,0,69.8529411764706,50,6.81818181818182,2.55681818181818,"North East","c","22","7270350","8326620","281440","0",15.87841,6.25,NA,NA,NA,NA,NA,NA,28
"60","E06000005","2022","Darlington","67","165",273,"50","88","190","249","122","371","0","0","c","28","c","0","22","244",244,"74",24.5421245421245,18.3150183150183,91.2087912087912,44.6886446886447,69.5970695970696,0,67.7655677655678,39.5604395604396,8.35579514824798,NA,"North East","c","29",NA,NA,NA,NA,NA,7.8167115902965,NA,NA,NA,NA,NA,NA,26
"61","E06000006","2011","Halton","27","98",127,"x","40","96","119","54","200","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.259842519685,NA,93.7007874015748,42.5196850393701,75.5905511811024,4,68.503937007874,22.8346456692913,NA,NA,"North West",NA,NA,"6460606","0","0","0",6.460606,NA,NA,NA,NA,NA,NA,NA,NA
"62","E06000006","2012","Halton","11","94",124,"x","32","102","117","51","190","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87096774193548,NA,94.3548387096774,41.1290322580645,82.258064516129,0,74.1935483870968,24.1935483870968,NA,NA,"North West",NA,NA,"6289313","0","0","0",6.289313,NA,NA,NA,NA,NA,NA,NA,NA
"63","E06000006","2013","Halton","17","104",145,"x","31","117","136","63","190","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7241379310345,NA,93.7931034482759,43.448275862069,80.6896551724138,NA,78.6206896551724,28.2758620689655,NA,NA,"North West",NA,NA,"4995291.79","2281759.78","216225.6","312767",7.80604417,NA,NA,NA,NA,NA,NA,NA,NA
"64","E06000006","2014","Halton","44","135",211,"x","36","142","203","93","268","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8530805687204,NA,96.2085308056872,44.0758293838863,67.2985781990521,NA,82.9383886255924,36.0189573459716,NA,NA,"North West",NA,NA,"5929109.72","4247249.1","11599.05","18775.4",10.20673327,NA,NA,NA,NA,NA,NA,NA,NA
"65","E06000006","2015","Halton","56","153",229,"x",NA,"145","222","111","328","10","0","16","82","21","0","35","271",271,NA,24.4541484716157,NA,96.943231441048,48.471615720524,63.3187772925764,3.04878048780488,NA,33.1877729257642,12.8048780487805,6.40243902439024,"North West",NA,NA,"6666410","5931710","17060","19310",12.6345,NA,NA,NA,NA,NA,NA,NA,NA
"66","E06000006","2016","Halton","68","153",239,"8",NA,"154","232","114","309","13","0","x","17","13","0","27","214",214,NA,28.4518828451883,3.34728033472803,97.071129707113,47.6987447698745,64.4351464435146,4.20711974110032,NA,35.9832635983264,12.2977346278317,4.20711974110032,"North West",NA,NA,"6782110","6135200","15930","19190",12.9524,NA,NA,NA,NA,NA,NA,NA,NA
"67","E06000006","2017","Halton","91","154",266,"7",NA,"155","257","126","336","16","0","0","x","x","x","28","320",320,NA,34.2105263157895,2.63157894736842,96.6165413533835,47.3684210526316,58.2706766917293,4.76190476190476,NA,42.1052631578947,13.3928571428571,NA,"North West",NA,NA,"6812080","7925860","17840","28010",14.7838,NA,NA,NA,NA,NA,NA,NA,NA
"68","E06000006","2018","Halton","100","146",262,"9","64","176","254","123","342","17","0","c","11","9","0","34","346",346,"61",38.1679389312977,3.43511450381679,96.9465648854962,46.9465648854962,67.175572519084,4.97076023391813,75.5725190839695,44.2748091603053,13.1578947368421,2.63157894736842,"North West","30","22","1804300","12923600","40680","0",14.7686,6.4327485380117,11.4503816793893,NA,NA,NA,NA,NA,39
"69","E06000006","2019","Halton","99","145",265,"8","80","168","261","128","323","15","0","8","38","18","c","26","349",349,"68",37.3584905660377,3.0188679245283,98.4905660377358,48.3018867924528,63.3962264150943,4.64396284829721,69.811320754717,45.2830188679245,10.5263157894737,5.57275541795666,"North West","c","24","3432560","11836300","26680","133430",15.429,7.43034055727554,NA,NA,NA,NA,NA,NA,32
"70","E06000006","2020","Halton","96","173",277,"c","94","188","268","128","358","20","0","c","18","7","0","40","547",547,"73",34.6570397111913,NA,96.7509025270758,46.2093862815885,67.870036101083,5.58659217877095,66.0649819494585,37.5451263537906,14.804469273743,1.95530726256983,"North West","c","19","5773840","9662710","304750","173810",15.9151,5.3072625698324,NA,"Halton","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good","Requires improvement to be good",27
"71","E06000006","2021","Halton","99","191",307,"8","106","203","286","147","362","16","0","10","33","12","0","25","316",316,"77",32.2475570032573,2.60586319218241,93.1596091205212,47.8827361563518,66.1237785016287,4.41988950276243,65.4723127035831,37.7850162866449,10.2209944751381,3.31491712707182,"North West","42","18","6290890","10759550","539970","144870",17.73528,4.97237569060773,13.6807817589577,NA,NA,NA,NA,NA,23
"72","E06000006","2022","Halton","124","192",370,"25","85","225","325","158","470","15","0","13","78","23","0","49","761",761,"68",33.5135135135135,6.75675675675676,87.8378378378378,42.7027027027027,60.8108108108108,3.19148936170213,77.027027027027,48.1081081081081,11.4893617021277,4.8936170212766,"North West","46","28",NA,NA,NA,NA,NA,5.95744680851064,12.4324324324324,NA,NA,NA,NA,NA,32
